2014-11-14T01:10:16Z 3600 3600 261.126 261.972 272.310 0.614
2014-11-14T02:10:18Z 3600 3600 248.587 261.927 266.424 0.922
2014-11-14T03:10:20Z 3600 3600 261.064 261.903 268.856 0.596
2014-11-14T04:10:22Z 3600 3600 261.093 261.954 276.221 0.698
2014-11-14T05:10:24Z 3600 3600 261.034 261.954 269.827 0.502
2014-11-14T06:10:26Z 3600 3600 248.369 261.934 278.670 0.815
2014-11-14T07:10:28Z 3600 3600 248.361 261.899 275.462 1.124
2014-11-14T08:10:30Z 3600 3600 261.052 261.919 271.922 0.607
2014-11-14T09:10:32Z 3600 3600 248.571 261.837 271.622 1.155
2014-11-14T10:10:33Z 3600 3600 261.063 261.964 266.677 0.720
2014-11-14T11:10:36Z 3600 3600 261.079 261.898 264.228 0.783
2014-11-14T12:10:38Z 3600 3600 261.101 261.958 266.945 0.459
2014-11-14T13:10:40Z 3600 3600 261.162 262.011 267.898 0.743
2014-11-14T14:10:42Z 3600 3600 261.122 261.953 270.188 0.511
2014-11-14T15:10:44Z 3600 3600 261.119 261.984 267.580 0.789
2014-11-14T16:10:46Z 3600 3600 261.138 261.990 271.357 0.841
2014-11-14T17:10:48Z 3600 3600 261.126 261.921 271.370 0.561
2014-11-14T18:10:50Z 3600 3600 261.090 261.957 266.660 0.783
2014-11-14T19:10:52Z 3600 3600 261.111 261.954 269.695 0.632
2014-11-14T20:10:54Z 3600 3600 261.091 261.957 274.414 0.764
2014-11-14T21:10:56Z 3600 3600 261.089 262.005 279.264 0.786
2014-11-14T22:10:58Z 3600 3594 241.488 252.977 276.851 8.235
2014-11-14T23:11:00Z 3600 3600 252.432 255.053 264.913 1.382
2014-11-15T00:11:03Z 3600 3600 252.545 255.120 263.892 1.390
2014-11-15T01:11:05Z 3600 3600 252.568 255.130 263.557 1.337
2014-11-15T02:11:07Z 3600 3600 252.375 255.127 269.750 1.433
2014-11-15T03:11:09Z 3600 3600 252.495 255.129 260.031 1.273
2014-11-15T04:11:11Z 3600 3600 252.546 256.441 263.134 1.649
2014-11-15T05:11:13Z 3600 3600 252.707 257.323 264.469 1.425
2014-11-15T06:11:15Z 3600 3600 254.059 257.332 267.787 1.318
2014-11-15T07:11:17Z 3600 3600 254.873 257.712 267.544 1.199
2014-11-15T08:11:19Z 3600 3600 253.673 257.358 261.918 1.368
2014-11-15T09:11:21Z 3600 3600 254.360 257.640 309.918 2.050
2014-11-15T10:11:23Z 3600 3600 252.813 255.533 260.357 1.417
2014-11-15T11:11:25Z 3600 3600 251.764 254.744 266.017 1.482
2014-11-15T12:11:27Z 3600 3600 251.767 254.311 264.032 1.295
2014-11-15T13:11:29Z 3600 3600 251.719 254.316 259.820 1.290
2014-11-15T14:11:31Z 3600 3600 251.669 254.312 259.281 1.246
2014-11-15T15:11:33Z 3600 3600 251.852 254.320 258.788 1.378
2014-11-15T16:11:35Z 3600 3600 251.740 254.360 264.602 1.437
2014-11-15T17:11:37Z 3600 3600 251.796 254.373 287.255 1.407
2014-11-15T18:11:39Z 3600 3600 251.627 254.276 263.577 1.380
2014-11-15T19:11:41Z 3600 3600 251.763 254.321 263.151 1.344
2014-11-15T20:11:43Z 3600 3600 251.691 254.320 263.278 1.358
2014-11-15T21:11:45Z 3600 3600 251.798 255.166 265.001 1.764
2014-11-15T22:11:47Z 3600 3600 252.046 256.584 261.092 1.299
2014-11-15T23:11:49Z 3600 3600 252.918 256.585 260.774 1.297
2014-11-16T00:11:51Z 3600 3600 246.442 251.608 260.890 3.851
2014-11-16T01:11:53Z 3600 3600 246.258 248.975 258.255 1.306
2014-11-16T02:11:55Z 3600 3599 246.345 248.990 259.983 1.370
2014-11-16T03:11:57Z 3600 3600 246.418 249.093 253.476 1.299
2014-11-16T04:12:00Z 3600 3600 246.533 249.128 256.636 1.233
2014-11-16T05:12:02Z 3600 3600 246.420 248.989 262.754 1.273
2014-11-16T06:12:04Z 3600 3600 246.145 248.976 252.670 1.409
2014-11-16T07:12:06Z 3600 3600 246.304 249.179 265.830 1.441
2014-11-16T08:12:08Z 3600 3600 246.317 248.892 263.895 1.334
2014-11-16T09:12:10Z 3600 3600 246.376 248.852 255.484 1.292
2014-11-16T10:12:12Z 3600 3600 246.506 248.954 255.896 1.294
2014-11-16T11:12:14Z 3600 3600 246.548 249.004 252.586 1.334
2014-11-16T12:12:16Z 3600 3600 246.315 248.922 275.260 1.465
2014-11-16T13:12:18Z 3600 3600 246.441 248.938 253.458 1.371
2014-11-16T14:12:20Z 3600 3600 246.299 248.923 253.741 1.364
2014-11-16T15:12:22Z 3600 3600 246.250 248.945 253.213 1.278
2014-11-16T16:12:24Z 3600 3600 246.291 248.904 267.911 1.371
2014-11-16T17:12:26Z 3600 3600 246.269 248.931 254.094 1.391
2014-11-16T18:12:29Z 3600 3600 246.342 248.921 256.041 1.361
2014-11-16T19:12:31Z 3600 3600 246.112 248.880 260.748 1.254
2014-11-16T20:12:33Z 3600 3600 246.273 248.846 262.723 1.282
2014-11-16T21:12:35Z 3600 3600 246.165 248.853 252.942 1.375
2014-11-16T22:12:37Z 3600 3599 246.313 248.866 256.288 1.314
2014-11-16T23:12:40Z 3600 3600 246.255 248.881 255.690 1.299
2014-11-17T00:12:42Z 3600 3600 246.290 248.887 259.867 1.334
2014-11-17T01:12:44Z 3600 3600 246.297 248.903 252.545 1.337
2014-11-17T02:12:46Z 3600 3600 246.283 248.914 264.017 1.392
2014-11-17T03:12:48Z 3600 3600 246.196 248.868 253.966 1.335
2014-11-17T04:12:50Z 3600 3600 246.248 248.892 259.814 1.277
2014-11-17T05:12:52Z 3600 3600 246.321 248.906 252.465 1.299
2014-11-17T06:12:54Z 3600 3600 246.339 248.944 253.573 1.390
2014-11-17T07:12:56Z 3600 3600 246.444 249.051 265.465 1.429
2014-11-17T08:12:58Z 3600 3599 246.459 249.017 258.253 1.343
2014-11-17T09:13:00Z 3600 3600 246.406 248.993 253.062 1.374
2014-11-17T10:13:03Z 3600 3600 246.478 248.998 254.222 1.236
2014-11-17T11:13:05Z 3600 3600 246.407 249.053 253.549 1.242
