2014-12-08T22%3A16%3A25Z 3600 3599 0.043 0.043 0.405
2014-12-08T23%3A16%3A43Z 3600 3595 0.043 0.045 1.005
2014-12-09T00%3A17%3A01Z 3600 3599 0.042 0.042 0.415
2014-12-09T01%3A17%3A20Z 3600 3599 0.042 0.042 0.386
2014-12-09T02%3A17%3A38Z 3600 3599 0.055 0.057 1.949
2014-12-09T03%3A17%3A56Z 3600 3599 0.043 0.043 0.257
2014-12-09T04%3A18%3A15Z 3600 3598 0.041 0.041 0.284
2014-12-09T05%3A18%3A33Z 3600 3599 0.043 0.043 0.901
2014-12-09T06%3A19%3A02Z 3600 3599 0.042 0.043 2.082
2014-12-09T07%3A19%3A21Z 3600 3599 0.043 0.043 0.591
2014-12-09T08%3A19%3A39Z 3600 3599 0.040 0.040 0.207
2014-12-09T09%3A19%3A58Z 3600 3599 0.041 0.041 2.586
2014-12-09T10%3A20%3A16Z 3600 3599 0.041 0.041 0.786
2014-12-09T11%3A20%3A35Z 3600 3599 0.042 0.042 1000.178
2014-12-09T12%3A20%3A53Z 3600 3599 0.042 0.043 1000.202
2014-12-09T13%3A21%3A12Z 3600 3599 0.041 0.041 0.454
2014-12-09T14%3A21%3A30Z 3600 3599 0.043 0.043 1.442
2014-12-09T15%3A21%3A49Z 3600 3599 0.040 0.041 1.408
2014-12-09T16%3A22%3A07Z 3600 3599 0.041 0.041 0.519
2014-12-09T22%3A25%3A41Z 3600 3599 0.042 0.042 1001.725
2014-12-09T23%3A25%3A59Z 3600 3599 0.043 0.043 2.704
2014-12-10T00%3A26%3A16Z 3600 3599 0.049 0.049 0.998
2014-12-10T01%3A26%3A35Z 3600 3599 0.042 0.042 1000.160
2014-12-10T02%3A26%3A54Z 3600 3599 0.041 0.059 1000.175
2014-12-10T03%3A27%3A12Z 3600 3599 0.042 0.042 0.279
2014-12-10T04%3A27%3A30Z 3600 3597 0.042 0.043 221.269
2014-12-10T05%3A27%3A49Z 3600 3599 0.051 0.051 2.132
2014-12-10T06%3A28%3A07Z 3600 3599 0.041 0.041 0.280
2014-12-10T07%3A28%3A27Z 3600 3599 0.043 0.047 0.543
2014-12-10T08%3A28%3A44Z 3600 3599 0.053 0.059 1.393
2014-12-10T09%3A29%3A03Z 3600 3599 0.043 0.043 1000.314
2014-12-10T10%3A29%3A21Z 3600 3599 0.040 0.041 1000.255
2014-12-10T11%3A29%3A40Z 3600 3599 0.041 0.041 0.531
2014-12-10T12%3A29%3A59Z 3600 3599 0.043 0.043 3.203
2014-12-10T13%3A30%3A17Z 3600 3592 0.042 0.042 3.438
2014-12-10T14%3A30%3A36Z 3600 3599 0.041 0.041 3.058
2014-12-10T15%3A30%3A55Z 3600 3599 0.041 0.052 1000.257
2014-12-10T16%3A31%3A13Z 3600 3599 0.041 0.041 223.865
2014-12-10T17%3A31%3A32Z 3600 3599 0.041 0.042 1000.157
2014-12-10T18%3A31%3A50Z 3600 3599 0.043 0.044 223.961
2014-12-10T19%3A32%3A08Z 3600 3599 0.041 0.042 0.496
2014-12-10T20%3A32%3A26Z 3600 3599 0.042 0.049 1000.136
2014-12-10T21%3A32%3A45Z 3600 3599 0.041 0.041 1.202
2014-12-10T22%3A33%3A03Z 3600 3599 0.043 0.043 0.991
2014-12-10T23%3A33%3A23Z 3600 3597 0.042 0.049 223.978
2014-12-11T00%3A33%3A43Z 3600 3599 0.041 0.041 0.454
2014-12-11T01%3A34%3A03Z 3600 3590 0.040 0.040 0.392
2014-12-11T02%3A34%3A37Z 3600 3599 0.042 0.042 0.710
2014-12-11T03%3A35%3A10Z 3600 3599 0.042 0.043 0.307
2014-12-11T04%3A35%3A28Z 3600 3569 0.041 0.041 18.460
2014-12-11T05%3A35%3A47Z 3600 3599 0.040 0.040 1000.135
2014-12-11T06%3A36%3A06Z 3600 3599 0.042 0.042 0.226
2014-12-11T07%3A36%3A25Z 3600 3599 0.042 0.042 0.857
2014-12-11T08%3A36%3A44Z 3600 3599 0.041 0.041 0.654
2014-12-11T09%3A37%3A04Z 3600 3593 0.041 0.043 1000.146
2015-03-22T15:46:08Z 3600 3600 223.5 225.2 252.0
2015-03-22T16:46:22Z 3600 3600 221.6 226.0 1508.0
2015-03-22T17:46:36Z 3600 3600 222.6 226.7 3224.1
2015-03-22T18:46:50Z 3600 3600 222.1 225.8 1228.0
2015-03-22T19:47:04Z 3600 3600 223.6 225.6 1228.0
2015-03-22T20:47:18Z 3600 3599 222.3 225.6 1228.0
2015-03-22T21:47:33Z 3600 3600 223.6 225.9 1228.0
2015-03-22T22:47:47Z 3600 3596 222.8 225.5 1232.1
2015-03-22T23:48:02Z 3600 3597 221.5 225.6 272.0
2015-03-23T00:48:17Z 3600 3598 222.8 232.3 7396.1
2015-03-23T01:48:31Z 3600 3596 222.3 225.4 292.0
2015-03-23T02:48:46Z 3600 3590 222.3 229.6 7220.0
2015-03-23T03:49:01Z 3600 3600 221.6 227.9 1235.9
2015-03-23T04:49:15Z 3600 3600 222.3 228.0 1232.0
2015-03-23T05:49:29Z 3600 3593 223.1 233.9 7680.0
2015-03-23T06:49:44Z 3600 3600 223.3 227.5 1227.9
2015-03-23T07:49:58Z 3600 3600 223.5 230.4 1228.0
2015-03-23T08:50:12Z 3600 3600 222.7 229.9 1236.1
2015-03-23T09:50:26Z 3600 3600 223.0 229.7 260.1
2015-03-23T10:50:40Z 3600 3599 222.3 228.2 1228.1
2015-03-23T11:50:55Z 3600 3600 223.0 225.6 1228.0
2015-03-23T12:51:09Z 3600 3600 223.1 227.5 1343.9
2015-03-23T13:51:23Z 3600 3598 221.8 233.2 7624.0
2015-03-23T14:51:38Z 3600 3599 222.2 229.5 7620.1
2015-03-23T15:51:53Z 3600 3600 223.2 226.9 300.0
2015-03-23T16:52:07Z 3600 3600 223.6 225.8 1228.0
2015-03-23T17:52:21Z 3600 3599 221.4 225.6 1228.0
2015-03-23T18:52:36Z 3600 3600 221.2 225.7 1228.0
2015-03-23T19:52:50Z 3600 3600 223.3 225.5 1228.0
2015-03-23T20:53:04Z 3600 3600 223.4 225.6 1228.0
2015-03-23T21:53:18Z 3600 3600 223.1 225.5 1232.0
2015-03-23T22:53:32Z 3600 3598 221.1 225.8 1228.0
