2014-12-08T22%3A16%3A25Z 3600 3598 0.042 0.043 0.556
2014-12-08T23%3A16%3A44Z 3600 3599 0.051 0.053 0.317
2014-12-09T00%3A17%3A02Z 3600 3599 0.058 0.060 1.267
2014-12-09T01%3A17%3A21Z 3600 3599 0.042 0.042 0.666
2014-12-09T02%3A17%3A39Z 3600 3599 0.056 0.057 76.020
2014-12-09T03%3A17%3A58Z 3600 3599 0.042 0.043 0.437
2014-12-09T04%3A18%3A17Z 3600 3585 0.043 0.043 1.923
2014-12-09T05%3A18%3A35Z 3600 3599 0.042 0.042 0.418
2014-12-09T06%3A19%3A05Z 3600 3599 0.042 0.042 0.422
2014-12-09T07%3A19%3A24Z 3600 3599 0.042 0.043 0.341
2014-12-09T08%3A19%3A42Z 3600 3599 0.041 0.041 1.118
2014-12-09T09%3A20%3A01Z 3600 3587 0.041 0.050 87.964
2014-12-09T10%3A20%3A19Z 3600 3599 0.041 0.042 86.501
2014-12-09T11%3A20%3A38Z 3600 3599 0.042 0.043 88.072
2014-12-09T12%3A20%3A57Z 3600 3599 0.043 0.043 1.002
2014-12-09T13%3A21%3A16Z 3600 3599 0.041 0.045 88.328
2014-12-09T14%3A21%3A35Z 3600 3598 0.041 0.041 0.248
2014-12-09T15%3A21%3A54Z 3600 3598 0.040 0.049 96.009
2014-12-09T16%3A22%3A12Z 3600 3599 0.042 0.042 87.991
2014-12-09T22%3A25%3A43Z 3600 3599 0.042 0.042 2.829
2014-12-09T23%3A26%3A02Z 3600 3599 0.042 0.042 0.219
2014-12-10T00%3A26%3A21Z 3600 3599 0.041 0.050 87.983
2014-12-10T01%3A26%3A40Z 3600 3599 0.042 0.042 0.257
2014-12-10T02%3A26%3A58Z 3600 3599 0.042 0.043 1.041
2014-12-10T03%3A27%3A17Z 3600 3599 0.043 0.049 1.097
2014-12-10T04%3A27%3A35Z 3600 3599 0.043 0.059 76.035
2014-12-10T05%3A27%3A54Z 3600 3599 0.044 0.050 88.068
2014-12-10T06%3A28%3A14Z 3600 3599 0.040 0.046 90.577
2014-12-10T07%3A28%3A33Z 3600 3599 0.042 0.043 2.061
2014-12-10T08%3A28%3A51Z 3600 3599 0.050 0.050 0.299
2014-12-10T09%3A29%3A10Z 3600 3599 0.042 0.042 88.004
2014-12-10T10%3A29%3A29Z 3600 3599 0.041 0.041 0.219
2014-12-10T11%3A29%3A47Z 3600 3599 0.041 0.044 95.997
2014-12-10T12%3A30%3A06Z 3600 3599 0.051 0.051 1.496
2014-12-10T13%3A30%3A24Z 3600 3599 0.044 0.048 0.612
